number_of_bathrooms,number_of_bedrooms,total_livable_area,total_area,sale_price,sale_date,central_air,year_built,shape,location,log_sale_price
3,4,2034,2383,530000,2023-05-15T04:00:00Z,Y,1900,SRID=2272;POINT(2677553.73085782 261513.735760619),4117 CRESSON ST,13.180632285528304
1,3,938,860,70000,2023-05-16T04:00:00Z,N,1920,SRID=2272;POINT(2700531.12125018 259068.989791718),4156 N REESE ST,11.156250521031495
3,5,3401,14833,880000,2023-04-28T04:00:00Z,Y,1925,SRID=2272;POINT(2686175.73926235 278507.618250264),400 E GOWEN AVE,13.687677186454389
1,3,1386,1799,300000,2023-05-12T04:00:00Z,NA,1977,SRID=2272;POINT(2741353.22093922 283156.798386706),10731 ALBEMARLE LN,12.611537753638338
1,2,714,640,134500,2023-05-17T04:00:00Z,Y,1930,SRID=2272;POINT(2695642.03681498 260121.130234761),1642 DOUNTON ST,11.809319478024031
3,3,1444,576,592464,2023-05-23T04:00:00Z,Y,2023,SRID=2272;POINT(2705739.57045978 243071.876543999),3013 SCHIRRA LN,13.29204539065182
2,5,3687,4591,330000,2023-05-24T04:00:00Z,N,1925,SRID=2272;POINT(2686192.79850502 268343.842175638),244 W JOHNSON ST,12.706847933442663
1,3,840,658,240000,2023-05-19T04:00:00Z,Y,1920,SRID=2272;POINT(2696429.31156403 225619.456022601),437 EMILY ST,12.388394202324129
2,4,2016,5184,505000,2023-05-16T04:00:00Z,Y,1900,SRID=2272;POINT(2674922.23745104 266321.727264889),345 DELMAR ST,13.132313708257497
1,3,1248,6121,340000,2023-05-24T04:00:00Z,NA,1959,SRID=2272;POINT(2726521.01613578 291972.084283196),864 MEDWAY RD,12.736700896592344
1,3,1062,1666,213500,2023-04-14T04:00:00Z,NA,1925,SRID=2272;POINT(2668613.85408462 243960.871904591),846 KENMORE RD,12.271392111650817
2,3,1572,4204,324900,2023-04-28T04:00:00Z,Y,1966,SRID=2272;POINT(2718085.98390084 282915.536024525),852 ARNOLD ST,12.691272721657192
0,0,1615,899,495000,2023-05-23T04:00:00Z,N,1915,SRID=2272;POINT(2704012.46507597 243673.106767214),725 E GIRARD AVE,13.112313041550827
1,2,936,1781,195000,2023-05-24T04:00:00Z,N,1966,SRID=2272;POINT(2673031.87198121 220600.029726447),7244 GUYER AVE,12.180754837545884
1,3,1312,1657,120000,2023-05-19T04:00:00Z,NA,1929,SRID=2272;POINT(2724966.32837318 267239.307270777),3348 BRIGHTON ST,11.695247021764184
1,3,2063,4854,425000,2023-05-10T04:00:00Z,N,1925,SRID=2272;POINT(2684967.11669096 275702.456383755),115 E MOUNT AIRY AVE,12.959844447906553
1,3,1262,1277,168000,2023-05-06T04:00:00Z,N,1945,SRID=2272;POINT(2715682.59464251 264829.315074796),1165 ANCHOR ST,12.031719258385396
2,3,1636,896,232000,2023-05-04T04:00:00Z,Y,1940,SRID=2272;POINT(2690210.88686881 252990.183392688),2836 N 26TH ST,12.354492650648448
2,2,1276,1056,290000,2023-05-04T04:00:00Z,Y,1920,SRID=2272;POINT(2689707.49132718 227963.761341287),1705 S 20TH ST,12.577636201962656
1,3,856,622,325000,2023-05-19T04:00:00Z,NA,1920,SRID=2272;POINT(2687207.69086384 232560.522011901),2627 WEBSTER ST,12.691580461311874
1,2,846,756,355000,2023-05-15T04:00:00Z,Y,1875,SRID=2272;POINT(2704841.2453758 247308.886789429),2562 TULIP ST,12.779873068457553
2,3,1689,635,525000,2023-05-19T04:00:00Z,Y,2015,SRID=2272;POINT(2699005.12913237 243041.635201526),1235 N LEITHGOW ST,13.17115354157376
1,3,872,672,215000,2023-05-24T04:00:00Z,Y,1920,SRID=2272;POINT(2697548.0690536 223624.49133547),147 GLADSTONE ST,12.2783933071098
2,3,1088,832,245000,2023-05-23T04:00:00Z,Y,1925,SRID=2272;POINT(2685065.49705929 229428.580707752),1514 S 30TH ST,12.409013489526863
1,2,820,454,408000,2023-05-16T04:00:00Z,Y,1920,SRID=2272;POINT(2690789.51962275 232005.833141963),1838 WEBSTER ST,12.9190224533863
3,3,1280,1908,279900,2023-05-12T04:00:00Z,Y,1925,SRID=2272;POINT(2696974.56428594 276617.649484878),1831 DALLAS ST,12.542187675503545
2,3,1530,1105,590000,2023-05-19T04:00:00Z,Y,1925,SRID=2272;POINT(2702955.45301601 243999.8347826),1328 E EYRE ST,13.287877815881902
1,3,1200,1079,158000,2023-05-22T04:00:00Z,Y,1920,SRID=2272;POINT(2726207.74872154 264148.848450095),4614 LONGSHORE AVE,11.970350312009105
0,0,1520,3024,425000,2023-05-16T04:00:00Z,N,1952,SRID=2272;POINT(2685258.97268732 276686.969644048),7238 SPRAGUE ST,12.959844447906553
1,0,1332,2989,240000,2023-05-19T04:00:00Z,NA,1949,SRID=2272;POINT(2663537.07848608 242869.813921151),7704 WOODBINE AVE,12.388394202324129
1,3,1476,1225,275000,2023-04-21T04:00:00Z,N,1934,SRID=2272;POINT(2695120.4669553 278955.783157228),7525 E TULPEHOCKEN ST,12.524526376648708
1,3,1000,900,110000,2023-05-23T04:00:00Z,N,1920,SRID=2272;POINT(2677974.3722991 229944.070110057),1738 S 54TH ST,11.608235644774552
1,3,1110,780,313000,2023-05-19T04:00:00Z,NA,1920,SRID=2272;POINT(2691140.79827717 223856.814281556),2534 S HICKS ST,12.65395846952229
2,3,1350,600,800000,2023-05-09T04:00:00Z,Y,1800,SRID=2272;POINT(2691721.06023032 233664.477241939),1703 ADDISON ST,13.592367006650065
2,3,1404,1802,295000,2023-05-24T04:00:00Z,Y,1973,SRID=2272;POINT(2741764.9884518 277550.855388102),4008 CARTERET DR,12.594730635321957
1,2,744,723,205000,2023-05-16T04:00:00Z,NA,1875,SRID=2272;POINT(2704105.45531624 246945.223209792),2211 E LETTERLY ST,12.230765258120545
1,3,1274,987,515000,2023-04-25T04:00:00Z,Y,1925,SRID=2272;POINT(2687671.26205858 232030.022353686),924 S 25TH ST,13.151922179645874
1,2,734,570,65000,2023-05-10T04:00:00Z,NA,1940,SRID=2272;POINT(2693886.10695188 257946.825283858),3808 ARCHER ST,11.082142548877775
1,3,1056,1820,230000,2023-05-22T04:00:00Z,Y,1953,SRID=2272;POINT(2729289.17750385 270697.334825944),3334 DECATUR ST,12.345834587905333
2,4,2444,9359,500000,2023-04-28T04:00:00Z,Y,1955,SRID=2272;POINT(2729001.26116189 273834.243156931),3049 WINCHESTER AVE,13.122363377404328
1,3,1062,859,330000,2023-05-23T04:00:00Z,Y,1925,SRID=2272;POINT(2711049.31080961 249794.180288455),2546 E ONTARIO ST,12.706847933442663
1,0,320,1,99999,2023-04-28T04:00:00Z,Y,1900,SRID=2272;POINT(2693537.90939043 234458.577932379),1324 LOCUST ST,11.512915464920228
1,3,1286,864,507000,2023-05-17T04:00:00Z,Y,1925,SRID=2272;POINT(2690378.20363555 231804.225093825),1927 MONTROSE ST,13.13626628257332
2,3,2061,655,672500,2023-04-25T04:00:00Z,Y,2019,SRID=2272;POINT(2689790.30348561 229750.973100961),1307 S WOODSTOCK ST,13.418757390458131
2,4,1700,2200,465000,2023-05-08T04:00:00Z,NA,1925,SRID=2272;POINT(2676681.71017411 235465.127209147),5029 LARCHWOOD AVE,13.049792684569493
1,3,840,1488,50000,2023-05-01T04:00:00Z,NA,1955,SRID=2272;POINT(2728591.20047964 265028.622451547),7220 HEGERMAN ST,10.819778284410283
1,2,1000,758,61250,2023-05-12T04:00:00Z,NA,1925,SRID=2272;POINT(2676792.27136701 240231.938440511),5120 FOLSOM ST,11.022719128406973
1,2,942,658,277000,2023-04-26T04:00:00Z,Y,1920,SRID=2272;POINT(2689349.48454175 226467.641293971),2009 MERCY ST,12.531772785169476
0,0,1500,1575,55000,2023-05-23T04:00:00Z,NA,1920,SRID=2272;POINT(2674106.58386596 242692.367157079),1252 N ALLISON ST,10.915088464214607
2,3,1492,1,549995,2023-05-22T04:00:00Z,Y,2022,SRID=2272;POINT(2705999.26497427 243477.226327415),3001 SEDGEVIEW WALK,13.21766446625824
2,3,2406,1,648237,2023-05-22T04:00:00Z,Y,2022,SRID=2272;POINT(2705999.26497427 243477.226327415),3001 SEDGEVIEW WALK,13.38201164920831
1,3,1116,1772,200000,2023-05-19T04:00:00Z,Y,1950,SRID=2272;POINT(2693450.20699705 222531.880248582),2735 S ALDER ST,12.206072645530174
1,3,960,1104,173300,2023-05-05T04:00:00Z,N,1930,SRID=2272;POINT(2674803.11527169 223169.381900982),2622 BONNAFFON ST,12.062779475703698
1,3,1136,1120,179000,2023-04-13T04:00:00Z,N,1925,SRID=2272;POINT(2676008.74863869 224041.43439065),6422 CHELWYNDE AVE,12.095141084822892
1,3,1160,1146,90000,2023-05-11T04:00:00Z,N,1925,SRID=2272;POINT(2695940.62186191 273627.111005307),6611 N 20TH ST,11.407564949312402
1,3,912,710,78000,2023-05-23T04:00:00Z,N,1940,SRID=2272;POINT(2701255.09773461 261288.993995722),441 W RAYMOND ST,11.26446410567173
1,3,1432,1411,375000,2023-05-19T04:00:00Z,Y,1950,SRID=2272;POINT(2680093.40268587 261668.599383902),466 HERMIT ST,12.834681304952548
0,0,2240,5265,325000,2023-05-22T04:00:00Z,NA,1925,SRID=2272;POINT(2674834.31718249 247462.483620939),5322-30 MORSE ST,12.691580461311874
1,3,1600,2610,179900,2023-05-18T04:00:00Z,N,1925,SRID=2272;POINT(2716688.40504502 260924.110392422),4940 DUFFIELD ST,12.100156419938624
1,4,1464,2400,230000,2023-05-04T04:00:00Z,N,1925,SRID=2272;POINT(2695669.41735273 275942.18224099),7010 OGONTZ AVE,12.345834587905333
2,4,1476,3013,385000,2023-05-11T04:00:00Z,Y,1973,SRID=2272;POINT(2742853.98393719 281880.024039416),3840 GREENACRES RD,12.86099861326992
1,3,1120,716,25000,2023-05-03T04:00:00Z,N,1940,SRID=2272;POINT(2699059.21038409 257519.939642112),3841 N DARIEN ST,10.126631103850338
1,3,1324,1699,192000,2023-05-17T04:00:00Z,N,1925,SRID=2272;POINT(2688583.95019435 273495.332241865),366 E SHARPNACK ST,12.165250651009918
2,4,1348,1232,208000,2023-05-10T04:00:00Z,N,1925,SRID=2272;POINT(2672649.15936375 236405.722080673),5754 PINE ST,12.245293358683455
1,3,1080,975,145000,2023-05-15T04:00:00Z,N,1920,SRID=2272;POINT(2675471.98072746 225303.43542386),6329 REEDLAND ST,11.884489021402711
1,3,1188,2634,237000,2023-05-22T04:00:00Z,N,1953,SRID=2272;POINT(2713706.05232855 273831.546863307),610 LONGSHORE AVE,12.375815420117268
2,4,2400,2600,565000,2023-05-22T04:00:00Z,N,1925,SRID=2272;POINT(2683501.04287621 272152.897834329),413 GLEN ECHO RD,13.244581010128577
1,2,892,1127,145000,2023-05-22T04:00:00Z,N,1925,SRID=2272;POINT(2696542.77725371 277326.155668391),1933 ELSTON ST,11.884489021402711
1,2,822,1100,180000,2023-05-16T04:00:00Z,N,1928,SRID=2272;POINT(2720373.15801957 258107.932857846),2236 SIMON ST,12.100712129872347
1,2,822,1026,195000,2023-05-19T04:00:00Z,NA,1928,SRID=2272;POINT(2720491.03266917 258115.710592249),2241 SIMON ST,12.180754837545884
1,2,964,700,255000,2023-05-18T04:00:00Z,N,1940,SRID=2272;POINT(2693329.26829749 224910.973825447),1116 DALY ST,12.449018824140563
1,3,1590,1537,385000,2023-05-17T04:00:00Z,N,1909,SRID=2272;POINT(2684402.00377574 274533.265619953),102 W MOUNT AIRY AVE,12.86099861326992
2,4,1780,1543,425000,2023-05-19T04:00:00Z,Y,1920,SRID=2272;POINT(2688859.50937092 225700.143202449),2217 S 21ST ST,12.959844447906553
1,2,938,1612,243500,2023-05-23T04:00:00Z,Y,1950,SRID=2272;POINT(2721622.7686786 266317.194092869),2945 GILHAM ST,12.402872221504781
2,2,992,644,32000,2023-04-07T04:00:00Z,N,1925,SRID=2272;POINT(2696420.13077218 250958.110592973),1223 W TUCKER ST,10.373491181781864
1,3,1188,2750,305000,2023-05-08T04:00:00Z,Y,1953,SRID=2272;POINT(2718275.22707141 273666.69073724),1217 ENGLEWOOD ST,12.628067055589549
2,3,1250,1320,255000,2023-05-22T04:00:00Z,Y,1925,SRID=2272;POINT(2692545.72060684 275574.471272361),1518 MAYLAND ST,12.449018824140563
2,2,729,1392,205000,2023-05-19T04:00:00Z,Y,1940,SRID=2272;POINT(2710136.994359 258865.114610697),4332 L ST,12.230765258120545
2,4,976,905,190000,2023-05-22T04:00:00Z,0,1925,SRID=2272;POINT(2671678.38370353 236353.012300947),5940 OSAGE AVE,12.154779351142624
3,3,2081,1264,95000,2023-05-18T04:00:00Z,N,1915,SRID=2272;POINT(2697803.55766406 255804.333535632),3523 N 11TH ST,11.461632170582678
1,3,1200,1125,65000,2023-05-10T04:00:00Z,N,1930,SRID=2272;POINT(2695107.50247187 255689.792888632),3435 N SMEDLEY ST,11.082142548877775
1,3,1366,1061,232000,2023-05-18T04:00:00Z,Y,1925,SRID=2272;POINT(2672942.73600027 233859.05718174),5655 CARPENTER ST,12.354492650648448
1,3,1362,1058,210000,2023-05-22T04:00:00Z,N,1930,SRID=2272;POINT(2702540.3425225 263434.793400042),220 W RUSCOMB ST,12.254862809699606
1,4,1730,2608,275000,2023-05-17T04:00:00Z,N,1940,SRID=2272;POINT(2714637.99140083 262699.787589489),1216 HAWORTH ST,12.524526376648708
1,3,1152,1260,220000,2023-05-19T04:00:00Z,N,1940,SRID=2272;POINT(2716665.29111595 270020.811790626),1335 MAGEE AVE,12.301382825334498
3,3,1734,2737,450000,2023-05-09T04:00:00Z,Y,2022,SRID=2272;POINT(2687426.14859727 272025.392251866),136 E SHARPNACK ST,13.017002861746503
1,3,1188,1256,85000,2023-05-22T04:00:00Z,NA,1950,SRID=2272;POINT(2713575.16495293 267108.457833302),1083 ALCOTT ST,11.350406535472453
1,2,984,924,227000,2023-04-28T04:00:00Z,Y,1910,SRID=2272;POINT(2709690.3272441 249198.029454172),2517 E ALLEGHENY AVE,12.332705296463539
1,2,906,1067,270000,2023-05-22T04:00:00Z,Y,1960,SRID=2272;POINT(2675671.9075469 266232.415351255),391 FAIRWAY TER,12.506177237980511
2,3,1480,1026,235000,2023-05-22T04:00:00Z,Y,1915,SRID=2272;POINT(2691180.64418143 247582.021491155),1923 N CROSKEY ST,12.367340793126296
2,4,1656,2508,260000,2023-05-22T04:00:00Z,Y,1959,SRID=2272;POINT(2723374.59266665 279624.902700579),1832 KENDRICK ST,12.468436909997665
2,3,1176,4223,210000,2023-05-16T04:00:00Z,Y,1980,SRID=2272;POINT(2738229.27338172 300522.891047268),15134 INA DR,12.254862809699606
1,3,1038,900,185000,2023-05-18T04:00:00Z,NA,1925,SRID=2272;POINT(2687402.33984276 245622.537596927),1450 N 30TH ST,12.128111104060462
2,4,2397,4000,625000,2023-05-11T04:00:00Z,Y,1925,SRID=2272;POINT(2677726.25438728 264754.65820501),4452 MITCHELL ST,13.345506928718539
1,3,1180,811,120000,2023-05-19T04:00:00Z,N,1960,SRID=2272;POINT(2706891.93995829 253174.14413916),836 E WESTMORELAND ST,11.695247021764184
1,3,1498,5175,360000,2023-05-19T04:00:00Z,Y,1925,SRID=2272;POINT(2721460.67110919 287803.361853341),8639 BRIDLE RD,12.793859310432293
1,2,861,815,230000,2023-05-17T04:00:00Z,N,1925,SRID=2272;POINT(2675858.50252195 262980.649284457),4417 MANSION ST,12.345834587905333
1,2,980,728,275000,2023-05-05T04:00:00Z,Y,1925,SRID=2272;POINT(2696779.24000958 223969.052832829),330 FITZGERALD ST,12.524526376648708
1,3,1472,1781,250000,2023-05-18T04:00:00Z,N,1948,SRID=2272;POINT(2716625.57243951 271076.638633783),1237 KERPER ST,12.429216196844383
2,4,2208,2138,560000,2023-05-19T04:00:00Z,N,1926,SRID=2272;POINT(2685261.79733254 272901.463599042),122 W GORGAS LN,13.235692062711331
1,3,884,570,65000,2023-05-10T04:00:00Z,N,1940,SRID=2272;POINT(2696448.03453059 253769.697349123),1311 W LIPPINCOTT ST,11.082142548877775
1,3,1528,2020,350000,2023-05-19T04:00:00Z,Y,1965,SRID=2272;POINT(2746033.09948057 283432.996157342),11729 DIMARCO DR,12.765688433465597
2,2,1000,1,390000,2023-05-10T04:00:00Z,Y,1900,SRID=2272;POINT(2695184.29028351 236788.234576414),1027-31 ARCH ST,12.873902018105829
2,3,1120,1125,229900,2023-05-18T04:00:00Z,Y,1925,SRID=2272;POINT(2670824.21096439 239758.011656372),103 N 62ND ST,12.345399710751273
1,3,1528,1184,330000,2023-05-19T04:00:00Z,N,1923,SRID=2272;POINT(2692117.5319213 228296.823382471),1536 S CARLISLE ST,12.706847933442663
1,3,984,665,175000,2023-05-17T04:00:00Z,NA,1925,SRID=2272;POINT(2693163.48423635 223481.658189028),2551 S JESSUP ST,12.072541252905651
1,2,975,720,249000,2023-05-22T04:00:00Z,N,1925,SRID=2272;POINT(2694743.44373037 225686.951768097),2024 S MILDRED ST,12.425208175446844
1,3,928,1005,145000,2023-05-22T04:00:00Z,Y,1950,SRID=2272;POINT(2719324.42812648 264990.195587618),2743 LARDNER ST,11.884489021402711
3,7,2475,1792,645000,2023-05-08T04:00:00Z,N,1935,SRID=2272;POINT(2680303.38144477 234700.697976631),4341 BALTIMORE AVE,13.37700559577791
1,3,1140,1028,211000,2023-05-16T04:00:00Z,Y,1925,SRID=2272;POINT(2673506.17796078 233754.985280597),840 S ALLISON ST,12.259613412458204
1,3,1152,2322,240000,2023-05-12T04:00:00Z,Y,1962,SRID=2272;POINT(2734989.83463629 271459.369050588),8701 JACKSON ST,12.388394202324129
1,3,1170,1434,225000,2023-05-15T04:00:00Z,N,1950,SRID=2272;POINT(2723997.9774772 263957.373110856),6536 COTTAGE ST,12.323855681186558
2,3,1008,429,420000,2023-05-19T04:00:00Z,NA,1915,SRID=2272;POINT(2695809.5623582 231320.966677993),746 CATHARINE ST,12.948009990259552
1,3,1162,1068,65000,2023-05-22T04:00:00Z,N,1925,SRID=2272;POINT(2674538.56950414 241846.805964027),618 N 55TH ST,11.082142548877775
3,5,3524,11834,806000,2023-05-17T04:00:00Z,Y,1925,SRID=2272;POINT(2688535.36487477 275475.414923041),602 VERNON RD,13.599839021488766
3,3,1632,848,430000,2023-05-10T04:00:00Z,Y,1875,SRID=2272;POINT(2702678.35205476 247058.524410351),2104 E DAUPHIN ST,12.971540487669746
3,4,1618,1660,255000,2023-05-03T04:00:00Z,N,1950,SRID=2272;POINT(2717946.95621834 268271.762506054),1544 HELLERMAN ST,12.449018824140563
2,4,1216,812,227000,2023-05-01T04:00:00Z,NA,1915,SRID=2272;POINT(2694391.84094136 247778.810882629),1528 FONTAIN ST,12.332705296463539
2,4,1082,1312,142000,2023-05-16T04:00:00Z,Y,1950,SRID=2272;POINT(2691979.42103642 278755.445149839),1313 E WEAVER ST,11.863582336583399
1,3,1170,1828,120000,2023-05-22T04:00:00Z,NA,1950,SRID=2272;POINT(2721940.7230602 270173.419459834),2225 FRIENDSHIP ST,11.695247021764184
1,1,803,1,370000,2023-05-08T04:00:00Z,Y,1963,SRID=2272;POINT(2698810.57047281 233766.75581564),210 LOCUST ST,12.821258284620408
2,3,1400,2387,350000,2023-05-08T04:00:00Z,Y,1967,SRID=2272;POINT(2728261.10449957 296987.779886399),307 AVON ST,12.765688433465597
2,4,1980,1008,765000,2023-05-19T04:00:00Z,Y,1900,SRID=2272;POINT(2694044.97852223 227818.918102476),1028 TASKER ST,13.547631112808673
1,3,1200,1050,80000,2023-05-15T04:00:00Z,NA,1935,SRID=2272;POINT(2703879.85486597 263509.515117656),111 W ALBANUS ST,11.289781913656018
1,2,928,1191,197000,2023-04-25T04:00:00Z,Y,1953,SRID=2272;POINT(2731104.00433103 266803.194408945),4740 ASHVILLE ST,12.190959007720126
1,2,924,764,256000,2023-05-11T04:00:00Z,N,1900,SRID=2272;POINT(2676109.19434563 263703.366526319),318 CARSON ST,12.4529327234617
1,4,1912,3125,249900,2023-05-18T04:00:00Z,N,1925,SRID=2272;POINT(2673217.5592902 248629.810377604),5438 GAINOR RD,12.428816116823043
1,3,1260,1800,215000,2023-05-18T04:00:00Z,NA,1963,SRID=2272;POINT(2746915.67760221 288579.529628057),3776 BANDON DR,12.2783933071098
2,4,1512,2615,440000,2023-05-14T04:00:00Z,Y,2008,SRID=2272;POINT(2674086.77462257 271323.483810437),7445 KEIFFER ST,12.994530005894443
1,3,1110,750,65000,2023-05-11T04:00:00Z,N,1920,SRID=2272;POINT(2706395.4809732 253103.975610939),744 E WILLARD ST,11.082142548877775
1,3,1006,731,20000,2023-05-12T04:00:00Z,N,1920,SRID=2272;POINT(2711872.36427131 249532.014879214),2655 E SCHILLER ST,9.903487552536127
2,3,1695,623,625000,2023-05-16T04:00:00Z,Y,2023,SRID=2272;POINT(2706976.98991269 245522.327918095),2662 SALMON ST,13.345506928718539
1,3,1110,750,78000,2023-05-22T04:00:00Z,N,1920,SRID=2272;POINT(2706077.49071378 253150.015046307),702 E WILLARD ST,11.26446410567173
0,0,3008,26273,610000,2023-05-16T04:00:00Z,Y,1961,SRID=2272;POINT(2673145.11119257 277504.416090456),8610 WISSAHICKON AVE,13.321214236149494
1,3,1324,1232,155000,2023-05-18T04:00:00Z,N,1915,SRID=2272;POINT(2691552.31528657 251365.847232405),2237 W HUNTINGDON ST,11.951180395901384
1,2,926,795,120000,2023-05-16T04:00:00Z,N,1910,SRID=2272;POINT(2720096.04558145 257935.652571873),2253 KENNEDY ST,11.695247021764184
2,4,1857,950,832500,2023-05-10T04:00:00Z,Y,1915,SRID=2272;POINT(2688559.82325473 232240.778654855),2321 CHRISTIAN ST,13.632188500836737
1,3,1230,1080,205000,2023-05-03T04:00:00Z,N,1925,SRID=2272;POINT(2710495.26276887 257517.271214634),4131 GLENDALE ST,12.230765258120545
1,3,972,761,60000,2023-05-17T04:00:00Z,NA,1915,SRID=2272;POINT(2689222.29244701 252510.960768762),2733 N NEWKIRK ST,11.002099841204238
1,3,990,735,92110,2023-05-22T04:00:00Z,N,1940,SRID=2272;POINT(2690758.72711154 255109.872017764),3223 N BAMBREY ST,11.43073879398228
2,3,1196,1032,290000,2023-04-04T04:00:00Z,Y,1925,SRID=2272;POINT(2709134.3696255 249282.232705456),3160 CHATHAM ST,12.577636201962656
2,3,1289,603,670000,2023-04-26T04:00:00Z,Y,1925,SRID=2272;POINT(2689598.67690724 233552.983113569),2126 NAUDAIN ST,13.415032991367148
1,2,992,728,257750,2023-05-18T04:00:00Z,Y,1920,SRID=2272;POINT(2691262.60697375 228975.555776791),1424 S CHADWICK ST,12.459745401879207
1,4,1800,1502,375000,2023-05-17T04:00:00Z,N,1900,SRID=2272;POINT(2680408.5110698 261396.936510664),540 RIGHTER ST,12.834681304952548
2,4,2230,1205,325000,2023-05-10T04:00:00Z,Y,1925,SRID=2272;POINT(2670215.60337988 236651.255793383),6213 OSAGE AVE,12.691580461311874
2,4,1599,900,451500,2023-05-15T04:00:00Z,N,1915,SRID=2272;POINT(2696335.38949641 227159.971087976),511 MORRIS ST,13.020330651839178
2,4,960,1360,349000,2023-05-08T04:00:00Z,N,1900,SRID=2272;POINT(2673218.3105132 265008.814611106),4831 UMBRIA ST,12.762827201184564
1,3,1364,1807,350000,2023-05-16T04:00:00Z,Y,1940,SRID=2272;POINT(2678348.78817647 262783.495923503),322 PENSDALE ST,12.765688433465597
2,3,975,699,375000,2023-05-19T04:00:00Z,Y,1920,SRID=2272;POINT(2697219.7324896 228209.355759445),345 GERRITT ST,12.834681304952548
1,3,1152,1444,179900,2023-05-15T04:00:00Z,Y,1950,SRID=2272;POINT(2722763.62228317 260407.099918699),6045 EDMUND ST,12.100156419938624
1,6,2550,10591,625000,2023-05-16T04:00:00Z,N,1920,SRID=2272;POINT(2675570.96457454 268971.111187714),6822 LAWNTON ST,13.345506928718539
1,3,1044,1450,155000,2023-05-18T04:00:00Z,N,1930,SRID=2272;POINT(2726683.76781503 263114.482904702),6816 TULIP ST,11.951180395901384
2,4,1102,1061,169450,2023-05-10T04:00:00Z,N,1920,SRID=2272;POINT(2675925.21334508 223392.852911223),6526 GUYER AVE,12.040313177035197
1,4,1504,1224,100000,2023-04-20T04:00:00Z,NA,1925,SRID=2272;POINT(2672906.8731355 238357.931680766),5751 CHESTNUT ST,11.512925464970229
1,3,1140,1125,119900,2023-05-15T04:00:00Z,N,1925,SRID=2272;POINT(2673266.59349 245039.662424159),5627 HADDINGTON LN,11.694413341015606
2,4,2106,1088,855000,2023-05-08T04:00:00Z,Y,1920,SRID=2272;POINT(2689869.57048833 240650.18347415),566 N 23RD ST,13.658856747918897
2,3,1034,1068,170000,2023-05-11T04:00:00Z,N,1940,SRID=2272;POINT(2712610.20986915 266249.942914531),854 BRILL ST,12.043553716032399
2,3,1205,6600,360000,2023-05-15T04:00:00Z,Y,1957,SRID=2272;POINT(2733195.65117875 297063.785265478),823 DENSMORE RD,12.793859310432293
2,4,2511,1495,815000,2023-05-11T04:00:00Z,Y,2015,SRID=2272;POINT(2703290.00426782 243656.08523441),534-36 E CABOT ST,13.610943392223
1,3,1110,1140,180000,2023-04-27T04:00:00Z,N,1950,SRID=2272;POINT(2729143.39986548 268297.078491365),4231 CHIPPENDALE AVE,12.100712129872347
1,3,1498,3306,285000,2023-05-02T04:00:00Z,Y,1958,SRID=2272;POINT(2735707.81656532 277107.14380762),9228 LANSFORD ST,12.560244459250788
2,3,1107,3965,318000,2023-05-02T04:00:00Z,Y,1959,SRID=2272;POINT(2728343.23874906 279762.207842709),8915 BLUE GRASS RD,12.669806661762314
1,3,936,989,72200,2023-05-05T04:00:00Z,N,1939,SRID=2272;POINT(2685617.3954592 258256.374155067),3437 TILDEN ST,11.187195324880918
1,3,1836,1070,228000,2023-05-15T04:00:00Z,N,1935,SRID=2272;POINT(2686659.23416622 255756.815540262),3437 W WESTMORELAND ST,12.337100907936577
1,2,712,891,120000,2023-05-12T04:00:00Z,Y,1950,SRID=2272;POINT(2711910.75495222 250896.935592089),3561 GAUL ST,11.695247021764184
1,3,1360,2440,326000,2023-05-19T04:00:00Z,Y,1973,SRID=2272;POINT(2748037.88869885 291842.27391919),3502 TETON RD,12.694652660348845
1,3,1200,3092,320000,2023-05-19T04:00:00Z,Y,1953,SRID=2272;POINT(2715121.36076068 274712.811668543),7118 CLARIDGE ST,12.676076274775909
1,2,901,845,40000,2023-05-05T04:00:00Z,N,1925,SRID=2272;POINT(2673117.32761049 222414.646825571),2518 HOLBROOK ST,10.596634733096073
1,3,1380,805,390000,2023-05-04T04:00:00Z,Y,1915,SRID=2272;POINT(2704993.10834077 246253.115293457),2418 E FIRTH ST,12.873902018105829
1,1,590,613,215000,2023-05-17T04:00:00Z,NA,1875,SRID=2272;POINT(2704356.13198212 248407.905635615),2610 AMBER ST,12.2783933071098
2,2,1663,1101,415000,2023-05-18T04:00:00Z,Y,2017,SRID=2272;POINT(2698736.50095746 242978.176772399),1218 N ORKNEY ST,12.936033799212835
1,3,1184,1360,205000,2023-05-15T04:00:00Z,Y,1958,SRID=2272;POINT(2703423.59689869 270987.44680802),240 COLONIAL ST,12.230765258120545
1,3,1090,701,165000,2023-05-04T04:00:00Z,N,1925,SRID=2272;POINT(2689585.98821096 226074.071231799),2115 S OPAL ST,12.013700752882718
2,3,2160,1360,390000,2023-05-16T04:00:00Z,Y,1970,SRID=2272;POINT(2696323.25210288 223111.374868212),410 VOLLMER ST,12.873902018105829
1,3,960,1370,205000,2023-04-26T04:00:00Z,Y,1950,SRID=2272;POINT(2722900.48845818 263452.213363109),6344 ALGARD ST,12.230765258120545
2,3,1898,5000,427000,2023-04-24T04:00:00Z,Y,1944,SRID=2272;POINT(2741038.5767064 271347.981283764),5133 ARENDELL AVE,12.96453929221076
